Bn;Un;Ln;Cn;Dn;Dn-Cn;n;k
116;4790;6;117895;150604;32709;13000;33;
193;4736;6;132753;173370;40617;13000;34;
203;4812;7;116586;144127;27541;13000;35;
230;4799;7;131550;161191;29641;13000;36;
406;4808;6;133492;155236;21744;13000;37;
39;4784;7;134790;191439;56649;13000;38;
70;4760;8;130220;149095;18875;13000;39;
121;4763;6;130323;150571;20248;13000;40;
132;4732;6;159729;170525;10796;13000;41;
61;4742;7;123283;158950;35667;13000;42;
100;4825;6;118713;180941;62228;13000;43;
108;4820;6;126993;172335;45342;13000;44;
173;4746;6;112602;160836;48234;13000;45;
222;4822;7;109798;182965;73167;13000;46;
35;4882;7;130866;181009;50143;13000;47;
40;4762;7;123020;168627;45607;13000;48;
62;4791;7;159508;166900;7392;13000;49;
232;5127;8;136701;163529;26828;14000;0;
160;5151;7;155028;203743;48715;14000;1;
61;5096;6;136068;164816;28748;14000;2;
179;5083;6;128618;164736;36118;14000;3;
141;5081;6;156997;218295;61298;14000;4;
155;5134;8;132491;188233;55742;14000;5;
328;5140;7;196637;197092;455;14000;6;
123;5175;7;141559;154361;12802;14000;7;
111;5168;7;138131;178921;40790;14000;8;
153;5089;7;160756;178594;17838;14000;9;
138;5195;6;127974;172279;44305;14000;10;
66;5135;8;137643;177664;40021;14000;11;
241;5158;6;134013;214531;80518;14000;12;
45;5098;6;133051;161097;28046;14000;13;
286;5147;7;127374;207151;79777;14000;14;
68;5133;6;118919;140725;21806;14000;15;
297;5105;7;142041;165687;23646;14000;16;
201;5186;7;137874;167890;30016;14000;17;
119;5100;6;134695;166967;32272;14000;18;
114;5160;7;136164;162592;26428;14000;19;
70;5120;6;209891;221054;11163;14000;20;
232;5209;7;132519;169119;36600;14000;21;
162;5174;6;127266;191045;63779;14000;22;
118;5133;7;164335;171737;7402;14000;23;
65;5152;8;136066;153105;17039;14000;24;
130;5167;7;164491;172304;7813;14000;25;
197;5134;7;144299;174088;29789;14000;26;
144;5157;7;134332;150634;16302;14000;27;
301;5194;8;138291;178267;39976;14000;28;
300;5137;6;152753;194486;41733;14000;29;
139;5129;7;121351;177160;55809;14000;30;
129;5152;7;144106;181307;37201;14000;31;
105;5186;6;137581;172264;34683;14000;32;
140;5121;6;145921;220611;74690;14000;33;
178;5138;6;133565;183314;49749;14000;34;
136;5196;7;171326;172795;1469;14000;35;
168;5142;7;121991;180216;58225;14000;36;
153;5163;7;130855;170773;39918;14000;37;
136;5178;6;132226;203897;71671;14000;38;
79;5203;6;128937;171428;42491;14000;39;
39;5154;6;199388;208582;9194;14000;40;
67;5123;6;178850;178924;74;14000;41;
124;5212;6;154866;189133;34267;14000;42;
221;5146;7;164307;186997;22690;14000;43;
63;5092;7;126638;173068;46430;14000;44;
218;5110;6;166027;180288;14261;14000;45;
128;5159;6;143433;167615;24182;14000;46;
101;5233;6;139828;170005;30177;14000;47;
99;5113;7;132618;176819;44201;14000;48;
127;5174;6;124401;167346;42945;14000;49;
197;5475;6;145799;174827;29028;15000;0;
103;5439;7;131002;203442;72440;15000;1;
202;5471;6;160093;185636;25543;15000;2;
158;5544;8;161461;203662;42201;15000;3;
168;5485;7;158868;169442;10574;15000;4;
214;5462;6;154607;164789;10182;15000;5;
107;5519;8;171418;178734;7316;15000;6;
254;5568;8;148010;183582;35572;15000;7;
102;5545;7;133452;169405;35953;15000;8;
155;5466;6;143478;205430;61952;15000;9;
276;5496;7;163799;176518;12719;15000;10;
154;5476;7;126126;183780;57654;15000;11;
127;5529;7;155658;181935;26277;15000;12;
117;5519;7;156870;172688;15818;15000;13;
287;5556;7;134399;172161;37762;15000;14;
194;5477;7;179322;204055;24733;15000;15;
204;5476;8;148073;158711;10638;15000;16;
76;5511;7;187533;207712;20179;15000;17;
26;5544;8;129717;191365;61648;15000;18;
179;5518;7;135906;177617;41711;15000;19;
255;5566;8;166890;179986;13096;15000;20;
66;5463;7;165142;194398;29256;15000;21;
144;5556;7;135169;153863;18694;15000;22;
75;5520;6;197692;228419;30727;15000;23;
113;5582;6;165798;231530;65732;15000;24;
165;5499;7;169407;188415;19008;15000;25;
208;5473;8;141382;212591;71209;15000;26;
181;5551;6;156424;174682;18258;15000;27;
83;5544;7;165228;199974;34746;15000;28;
163;5527;7;153956;183522;29566;15000;29;
72;5557;8;147589;191965;44376;15000;30;
80;5534;6;161607;196326;34719;15000;31;
110;5489;7;140968;185451;44483;15000;32;
158;5510;7;160976;214281;53305;15000;33;
178;5547;7;133883;191693;57810;15000;34;
73;5558;7;136513;192269;55756;15000;35;
94;5467;7;174245;194542;20297;15000;36;
76;5559;7;134215;198721;64506;15000;37;
94;5544;7;155187;174808;19621;15000;38;
89;5525;6;135670;180671;45001;15000;39;
102;5533;9;138700;199119;60419;15000;40;
187;5534;7;162593;187303;24710;15000;41;
290;5526;8;146995;201799;54804;15000;42;
262;5570;6;158206;169100;10894;15000;43;
224;5565;6;175964;204803;28839;15000;44;
26;5475;8;150239;170386;20147;15000;45;
16;5490;7;146045;187583;41538;15000;46;
97;5508;7;176331;208544;32213;15000;47;
102;5540;8;149791;203784;53993;15000;48;
76;5519;7;162894;167070;4176;15000;49;
152;5844;7;150522;184626;34104;16000;0;
190;5926;6;156089;195179;39090;16000;1;
184;5889;8;174596;229993;55397;16000;2;
303;5889;7;135280;224849;89569;16000;3;
118;5877;7;170396;207316;36920;16000;4;
92;5889;7;171258;189803;18545;16000;5;
25;5878;8;178293;208974;30681;16000;6;
379;5852;7;182930;200822;17892;16000;7;
219;5933;6;153192;175760;22568;16000;8;
70;5916;7;185663;272890;87227;16000;9;
225;5946;7;169726;211499;41773;16000;10;
219;5883;8;182270;204924;22654;16000;11;
203;5901;6;144232;197007;52775;16000;12;
185;5928;7;147619;219138;71519;16000;13;
303;5891;7;150186;205892;55706;16000;14;
156;5928;7;194382;217624;23242;16000;15;
269;5959;7;152672;214265;61593;16000;16;
188;5932;7;172370;208806;36436;16000;17;
206;5826;7;144100;194367;50267;16000;18;
45;5845;7;182465;230603;48138;16000;19;
35;5901;7;148695;189731;41036;16000;20;
172;5891;6;155285;196511;41226;16000;21;
300;5868;6;142175;206111;63936;16000;22;
249;6020;7;202505;254715;52210;16000;23;
175;5877;8;159865;252324;92459;16000;24;
169;5875;6;152155;210308;58153;16000;25;
105;5968;7;161244;195460;34216;16000;26;
99;5888;6;130078;221890;91812;16000;27;
260;5824;7;142784;189077;46293;16000;28;
176;5892;7;142626;189194;46568;16000;29;
169;5879;8;144738;172633;27895;16000;30;
58;5895;7;166693;194733;28040;16000;31;
81;5939;6;140956;235131;94175;16000;32;
269;5940;6;160858;189488;28630;16000;33;
121;5875;6;134452;207291;72839;16000;34;
233;5914;6;150583;226421;75838;16000;35;
66;5880;7;184549;220397;35848;16000;36;
74;5838;7;147508;206455;58947;16000;37;
138;5853;7;143167;216542;73375;16000;38;
65;5927;7;156853;253282;96429;16000;39;
177;5901;6;184540;210805;26265;16000;40;
278;5875;6;166488;181580;15092;16000;41;
71;5890;8;176880;214296;37416;16000;42;
206;5831;8;148378;171663;23285;16000;43;
19;5929;6;150864;198128;47264;16000;44;
113;5959;7;151842;174315;22473;16000;45;
75;5867;8;165251;180846;15595;16000;46;
381;5874;6;218204;221115;2911;16000;47;
60;5872;6;140324;207538;67214;16000;48;
83;5839;7;185097;198531;13434;16000;49;
175;6301;7;188572;221681;33109;17000;0;
122;6228;7;170396;198410;28014;17000;1;
178;6223;6;157637;183339;25702;17000;2;
203;6293;7;149349;206440;57091;17000;3;
106;6293;6;160913;206119;45206;17000;4;
183;6302;7;169532;206236;36704;17000;5;
244;6236;7;166608;212533;45925;17000;6;
97;6303;7;159768;285539;125771;17000;7;
370;6188;7;159713;205978;46265;17000;8;
92;6281;6;157126;189684;32558;17000;9;
330;6252;6;184684;199427;14743;17000;10;
104;6273;7;176324;214266;37942;17000;11;
396;6270;7;164897;194466;29569;17000;12;
178;6187;7;187750;214999;27249;17000;13;
187;6246;7;191964;235190;43226;17000;14;
101;6280;8;168498;225702;57204;17000;15;
213;6321;7;137167;225870;88703;17000;16;
97;6292;6;171583;223293;51710;17000;17;
212;6283;7;156791;208038;51247;17000;18;
149;6231;7;207494;229684;22190;17000;19;
297;6254;7;184525;228526;44001;17000;20;
90;6281;8;158277;228262;69985;17000;21;
119;6251;6;201996;258368;56372;17000;22;
14;6172;7;164191;241931;77740;17000;23;
97;6222;6;196877;231858;34981;17000;24;
111;6178;6;179250;210852;31602;17000;25;
57;6263;6;173135;227996;54861;17000;26;
178;6245;7;194345;260747;66402;17000;27;
183;6231;6;139093;186599;47506;17000;28;
151;6239;8;162439;216842;54403;17000;29;
128;6303;6;142077;194473;52396;17000;30;
72;6219;7;178816;263388;84572;17000;31;
185;6253;6;177976;263779;85803;17000;32;
182;6181;7;140708;196579;55871;17000;33;
160;6268;6;210531;245398;34867;17000;34;
121;6277;7;173420;224099;50679;17000;35;
185;6277;6;154106;176441;22335;17000;36;
101;6255;8;197437;253787;56350;17000;37;
141;6248;8;190256;200832;10576;17000;38;
71;6243;7;166128;216943;50815;17000;39;
107;6309;7;180441;207792;27351;17000;40;
183;6218;6;151777;211048;59271;17000;41;
107;6255;7;169874;178281;8407;17000;42;
229;6211;7;167516;219187;51671;17000;43;
326;6270;8;175132;232924;57792;17000;44;
154;6150;6;159824;213823;53999;17000;45;
214;6259;7;161108;197370;36262;17000;46;
282;6232;6;176521;190616;14095;17000;47;
177;6294;7;164511;213448;48937;17000;48;
200;6201;7;146533;207026;60493;17000;49;
122;6660;8;164891;226036;61145;18000;0;
129;6666;7;198266;205548;7282;18000;1;
200;6605;7;189463;268615;79152;18000;2;
55;6584;7;217214;250654;33440;18000;3;
64;6664;7;192425;209722;17297;18000;4;
126;6622;7;195862;229867;34005;18000;5;
121;6562;6;191619;219631;28012;18000;6;
157;6640;7;208160;227813;19653;18000;7;
108;6535;7;206948;285015;78067;18000;8;
110;6581;6;163298;256705;93407;18000;9;
225;6645;7;196901;266086;69185;18000;10;
285;6574;7;184833;236771;51938;18000;11;
135;6685;6;168080;246838;78758;18000;12;
250;6651;7;190311;232004;41693;18000;13;
152;6657;8;171795;212281;40486;18000;14;
320;6522;6;176093;194803;18710;18000;15;
263;6602;7;269013;278434;9421;18000;16;
151;6686;8;183590;245510;61920;18000;17;
272;6637;7;191267;292579;101312;18000;18;
176;6622;6;207072;226745;19673;18000;19;
170;6639;7;215270;242630;27360;18000;20;
210;6653;6;176689;257447;80758;18000;21;
193;6584;7;190440;207892;17452;18000;22;
106;6586;8;168816;216949;48133;18000;23;
181;6652;7;173582;238401;64819;18000;24;
128;6573;7;160462;216908;56446;18000;25;
173;6610;7;194050;214445;20395;18000;26;
124;6600;7;161753;227796;66043;18000;27;
152;6626;7;238346;272896;34550;18000;28;
114;6613;6;165415;213217;47802;18000;29;
191;6582;7;155225;201436;46211;18000;30;
242;6645;7;224014;226090;2076;18000;31;
152;6582;7;157300;197917;40617;18000;32;
157;6620;6;167471;258322;90851;18000;33;
147;6603;7;179898;217001;37103;18000;34;
128;6635;7;175108;212484;37376;18000;35;
228;6664;7;170594;237758;67164;18000;36;
141;6637;8;187245;218064;30819;18000;37;
235;6628;7;191093;208041;16948;18000;38;
85;6682;6;165661;233807;68146;18000;39;
87;6617;8;166422;217559;51137;18000;40;
166;6625;7;195306;207967;12661;18000;41;
203;6557;7;184763;208796;24033;18000;42;
67;6630;7;196612;229705;33093;18000;43;
233;6565;7;157705;228449;70744;18000;44;
113;6579;7;173837;292054;118217;18000;45;
242;6643;7;188798;244330;55532;18000;46;
38;6608;7;159280;246412;87132;18000;47;
106;6623;8;199418;258196;58778;18000;48;
197;6559;8;173486;207871;34385;18000;49;
115;6968;7;184461;222501;38040;19000;0;
229;7019;8;177100;281383;104283;19000;1;
288;6971;6;178923;226589;47666;19000;2;
62;6920;6;191889;224105;32216;19000;3;
198;7013;6;176703;261558;84855;19000;4;
214;6931;7;171855;218301;46446;19000;5;
172;6987;7;181485;213125;31640;19000;6;
159;6995;7;233203;270196;36993;19000;7;
142;7003;8;169353;242583;73230;19000;8;
23;7058;7;175926;233953;58027;19000;9;
181;6967;6;222075;290148;68073;19000;10;
159;6942;9;175987;302442;126455;19000;11;
327;7058;7;202064;238851;36787;19000;12;
173;6901;7;191036;209616;18580;19000;13;
111;6928;6;193283;282003;88720;19000;14;
207;7044;8;159034;241990;82956;19000;15;
303;6942;7;188219;229660;41441;19000;16;
269;6990;7;208166;242326;34160;19000;17;
167;6989;7;187922;240211;52289;19000;18;
283;7032;6;222554;229242;6688;19000;19;
208;6993;7;223959;240855;16896;19000;20;
285;6969;7;156135;245687;89552;19000;21;
105;7006;7;201451;212450;10999;19000;22;
157;7028;7;172409;240906;68497;19000;23;
462;6951;7;196026;261023;64997;19000;24;
297;7112;7;222874;277424;54550;19000;25;
335;6964;7;207692;222710;15018;19000;26;
280;7055;7;175071;216184;41113;19000;27;
135;6981;7;198844;255506;56662;19000;28;
245;7014;6;180534;231746;51212;19000;29;
250;6981;7;183690;309747;126057;19000;30;
142;6918;6;224139;243014;18875;19000;31;
67;7000;6;222713;250427;27714;19000;32;
211;7013;7;195957;251666;55709;19000;33;
115;7039;7;175879;204330;28451;19000;34;
198;7010;7;171210;265371;94161;19000;35;
250;6966;7;178076;242031;63955;19000;36;
10;6968;7;201835;253553;51718;19000;37;
282;7011;7;188554;271886;83332;19000;38;
246;7049;7;163357;224004;60647;19000;39;
59;7067;7;191376;236944;45568;19000;40;
85;6992;7;168940;218441;49501;19000;41;
132;7017;8;183539;251464;67925;19000;42;
115;7008;7;200676;225700;25024;19000;43;
172;7030;7;198843;278700;79857;19000;44;
196;6987;6;168243;232694;64451;19000;45;
258;6993;7;183930;260387;76457;19000;46;
291;7026;7;222346;241781;19435;19000;47;
124;7002;7;164174;259931;95757;19000;48;
69;6976;7;217874;267278;49404;19000;49;
438;7391;7;172268;237012;64744;20000;0;
104;7388;7;198741;278272;79531;20000;1;
200;7383;7;197856;276373;78517;20000;2;
221;7263;8;224142;267238;43096;20000;3;
217;7384;7;174536;242426;67890;20000;4;
237;7331;7;215193;260897;45704;20000;5;
175;7363;7;190764;262096;71332;20000;6;
342;7380;6;243276;275741;32465;20000;7;
105;7316;7;227237;259753;32516;20000;8;
29;7421;7;246942;352831;105889;20000;9;
328;7274;7;195056;236390;41334;20000;10;
229;7409;8;205517;239075;33558;20000;11;
197;7367;7;225998;248301;22303;20000;12;
285;7354;7;199660;282090;82430;20000;13;
308;7358;6;198070;230860;32790;20000;14;
372;7356;7;238595;268427;29832;20000;15;
395;7372;7;178994;242955;63961;20000;16;
235;7381;6;215468;253360;37892;20000;17;
185;7377;7;220885;250605;29720;20000;18;
96;7308;6;197108;248965;51857;20000;19;
141;7353;7;176015;232965;56950;20000;20;
197;7256;8;216129;241775;25646;20000;21;
119;7366;7;227031;271996;44965;20000;22;
248;7403;6;201804;319891;118087;20000;23;
240;7414;7;214759;270043;55284;20000;24;
88;7382;7;209432;228386;18954;20000;25;
373;7379;8;228402;289422;61020;20000;26;
190;7279;7;207927;243475;35548;20000;27;
134;7259;7;199802;239768;39966;20000;28;
235;7306;8;224545;297453;72908;20000;29;
136;7361;6;197103;251625;54522;20000;30;
193;7310;8;196575;228318;31743;20000;31;
160;7400;7;220535;228239;7704;20000;32;
65;7327;7;195937;237023;41086;20000;33;
172;7456;7;253518;318849;65331;20000;34;
267;7423;7;213645;242412;28767;20000;35;
295;7414;7;210575;262884;52309;20000;36;
24;7327;8;245639;270946;25307;20000;37;
229;7348;7;198224;284115;85891;20000;38;
33;7312;6;196800;300201;103401;20000;39;
99;7392;6;210064;241592;31528;20000;40;
178;7381;7;190799;268792;77993;20000;41;
159;7368;8;185911;222884;36973;20000;42;
121;7306;7;277962;291419;13457;20000;43;
153;7355;7;237001;292730;55729;20000;44;
140;7339;8;262212;266890;4678;20000;45;
173;7414;6;259943;277082;17139;20000;46;
194;7344;7;205005;264775;59770;20000;47;
133;7343;7;209410;283000;73590;20000;48;
163;7296;7;192110;252830;60720;20000;49;
391;7724;7;192897;287479;94582;21000;0;
124;7747;7;189900;306992;117092;21000;1;
416;7666;7;245958;313363;67405;21000;2;
76;7714;6;208900;244996;36096;21000;3;
229;7707;7;227105;230351;3246;21000;4;
154;7742;7;198118;239860;41742;21000;5;
165;7703;7;249455;277516;28061;21000;6;
25;7655;7;214608;283613;69005;21000;7;
205;7728;8;218904;277242;58338;21000;8;
215;7797;6;201346;342676;141330;21000;9;
458;7760;6;249112;268290;19178;21000;10;
73;7682;7;224046;273786;49740;21000;11;
81;7747;7;194166;288175;94009;21000;12;
68;7677;7;281548;320609;39061;21000;13;
282;7799;6;198005;267428;69423;21000;14;
131;7710;8;192796;298706;105910;21000;15;
170;7697;8;223051;262236;39185;21000;16;
131;7782;6;202097;251393;49296;21000;17;
101;7696;7;257251;279680;22429;21000;18;
75;7751;7;214150;265438;51288;21000;19;
134;7667;7;227065;272848;45783;21000;20;
224;7773;7;211714;234611;22897;21000;21;
300;7748;7;274523;345494;70971;21000;22;
72;7678;7;254321;272574;18253;21000;23;
249;7785;7;202096;301910;99814;21000;24;
117;7762;6;199392;239786;40394;21000;25;
226;7723;6;193796;313089;119293;21000;26;
452;7690;7;238321;318198;79877;21000;27;
81;7715;6;193818;310380;116562;21000;28;
145;7773;7;259187;272381;13194;21000;29;
60;7697;7;198579;281219;82640;21000;30;
230;7720;7;206482;289567;83085;21000;31;
120;7743;7;202734;267224;64490;21000;32;
291;7885;7;188644;284071;95427;21000;33;
179;7744;7;208600;289869;81269;21000;34;
269;7660;6;217321;273006;55685;21000;35;
41;7727;7;216685;279549;62864;21000;36;
218;7689;7;215166;255169;40003;21000;37;
118;7681;7;245724;265173;19449;21000;38;
189;7705;7;194766;270973;76207;21000;39;
41;7692;6;287279;306593;19314;21000;40;
55;7682;7;197919;271597;73678;21000;41;
140;7759;8;199629;250393;50764;21000;42;
44;7740;9;208615;250194;41579;21000;43;
321;7745;7;209949;262638;52689;21000;44;
242;7675;6;213628;240674;27046;21000;45;
262;7807;8;263657;288247;24590;21000;46;
124;7681;7;214686;280238;65552;21000;47;
124;7751;7;214069;269759;55690;21000;48;
310;7745;7;236278;289887;53609;21000;49;
146;8117;6;253532;265339;11807;22000;0;
82;8033;8;225075;283017;57942;22000;1;
135;8016;7;218051;279771;61720;22000;2;
149;8084;6;205973;254395;48422;22000;3;
280;8068;7;234456;295934;61478;22000;4;
156;8097;7;211054;260649;49595;22000;5;
184;8124;7;229729;242082;12353;22000;6;
63;8075;8;226735;330502;103767;22000;7;
133;8053;6;198742;238484;39742;22000;8;
32;8022;7;248712;271362;22650;22000;9;
55;8121;8;211793;304386;92593;22000;10;
377;8017;7;253143;311006;57863;22000;11;
239;8069;7;226895;269331;42436;22000;12;
161;8069;7;295515;306387;10872;22000;13;
230;8068;9;207825;253008;45183;22000;14;
198;8071;7;210891;282744;71853;22000;15;
62;8030;7;300277;328358;28081;22000;16;
321;8032;7;201461;262362;60901;22000;17;
103;8054;7;266012;351692;85680;22000;18;
157;8093;7;262194;289761;27567;22000;19;
220;8112;6;241491;363646;122155;22000;20;
324;8121;7;249054;297676;48622;22000;21;
90;8066;7;212683;262267;49584;22000;22;
255;8136;7;204772;262470;57698;22000;23;
187;8120;7;193684;248632;54948;22000;24;
122;8024;8;221446;279246;57800;22000;25;
222;8026;7;235747;293486;57739;22000;26;
325;8066;10;245817;276972;31155;22000;27;
323;8100;7;234934;272601;37667;22000;28;
210;8155;7;244958;278629;33671;22000;29;
225;8097;6;247511;324210;76699;22000;30;
131;8012;7;224815;248044;23229;22000;31;
97;8114;6;208083;319449;111366;22000;32;
194;8124;7;276853;288250;11397;22000;33;
246;8129;6;228814;269346;40532;22000;34;
76;8059;6;192494;273016;80522;22000;35;
62;8091;7;244089;248859;4770;22000;36;
274;8109;6;289858;309977;20119;22000;37;
233;8137;7;230684;286147;55463;22000;38;
172;8044;7;229692;284426;54734;22000;39;
115;8103;7;197077;285088;88011;22000;40;
346;8036;7;252057;326160;74103;22000;41;
126;8041;8;192832;247626;54794;22000;42;
143;8130;7;286719;289476;2757;22000;43;
292;8066;7;222661;287603;64942;22000;44;
101;8086;6;240401;350341;109940;22000;45;
29;8141;6;256295;284134;27839;22000;46;
213;8030;7;202142;252132;49990;22000;47;
121;8132;6;193562;283794;90232;22000;48;
241;8093;7;229406;282915;53509;22000;49;
245;8489;8;242116;252849;10733;23000;0;
223;8438;8;294053;298075;4022;23000;1;
64;8430;6;227231;324838;97607;23000;2;
292;8501;7;221803;280592;58789;23000;3;
165;8500;8;349873;369301;19428;23000;4;
89;8460;7;219688;286178;66490;23000;5;
115;8492;7;220682;315711;95029;23000;6;
289;8432;7;226064;287139;61075;23000;7;
111;8382;6;257982;298245;40263;23000;8;
171;8479;7;237149;253109;15960;23000;9;
40;8458;7;212602;274031;61429;23000;10;
18;8345;6;282748;361578;78830;23000;11;
157;8439;7;224787;337728;112941;23000;12;
115;8451;8;311615;384798;73183;23000;13;
156;8411;8;209726;302271;92545;23000;14;
207;8465;7;207319;324454;117135;23000;15;
306;8431;7;253840;293477;39637;23000;16;
241;8462;7;274908;314230;39322;23000;17;
251;8457;7;259988;316915;56927;23000;18;
318;8496;7;224201;311338;87137;23000;19;
203;8331;8;251828;283436;31608;23000;20;
171;8504;7;295319;340799;45480;23000;21;
311;8473;6;263699;280835;17136;23000;22;
116;8443;7;216489;267471;50982;23000;23;
170;8501;7;223360;269084;45724;23000;24;
250;8532;6;247009;287871;40862;23000;25;
269;8450;6;208067;300117;92050;23000;26;
134;8503;7;243315;329223;85908;23000;27;
121;8463;8;295711;354771;59060;23000;28;
348;8471;7;230710;292231;61521;23000;29;
101;8490;7;305215;315578;10363;23000;30;
119;8442;7;236732;288706;51974;23000;31;
173;8472;7;233770;337175;103405;23000;32;
296;8429;7;235452;307839;72387;23000;33;
135;8570;7;221366;276321;54955;23000;34;
293;8453;7;211718;261826;50108;23000;35;
110;8465;6;218109;292906;74797;23000;36;
342;8488;7;249043;313731;64688;23000;37;
215;8448;6;232876;328384;95508;23000;38;
159;8451;8;222868;277348;54480;23000;39;
183;8486;6;232649;271239;38590;23000;40;
233;8425;7;254917;313256;58339;23000;41;
400;8408;7;203208;286798;83590;23000;42;
135;8366;7;217496;281637;64141;23000;43;
178;8435;7;240311;253387;13076;23000;44;
163;8479;7;221777;299056;77279;23000;45;
275;8497;7;292421;319242;26821;23000;46;
152;8486;8;207161;320822;113661;23000;47;
249;8478;7;227056;261402;34346;23000;48;
92;8506;6;247513;339473;91960;23000;49;
212;8794;7;270927;353855;82928;24000;0;
114;8833;7;285906;325661;39755;24000;1;
80;8764;7;312991;346034;33043;24000;2;
248;8843;8;250660;337850;87190;24000;3;
301;8821;6;253684;352081;98397;24000;4;
88;8796;6;267094;285921;18827;24000;5;
312;8833;7;245142;350681;105539;24000;6;
98;8882;7;263513;293087;29574;24000;7;
